gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,taxon_id,ortholog_sources,num_ortholog_sources
H,,ADIPOGENESIS,aifm1,373125,ENSDARG00000058088,AIFM1,9131,ENSG00000156709,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,10
H,,ADIPOGENESIS,ak2,321793,ENSDARG00000005926,AK2,204,ENSG00000004455,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
H,,ADIPOGENESIS,aldh2.1,393462,ENSDARG00000089924,ALDH2,217,ENSG00000111275,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,8
H,,ADIPOGENESIS,aldoab,406496,ENSDARG00000034470,ALDOA,226,ENSG00000149925,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|ZFIN,9
H,,ADIPOGENESIS,angpt1,114407,ENSDARG00000030364,ANGPT1,284,ENSG00000154188,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,angptl4,492647,ENSDARG00000035859,ANGPTL4,51129,ENSG00000167772,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|ZFIN,9
H,,ADIPOGENESIS,aplp2,796801,ENSDARG00000054864,APLP2,334,ENSG00000084234,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,apoeb,30314,ENSDARG00000040295,APOE,348,ENSG00000130203,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,8
H,,ADIPOGENESIS,araf,403063,ENSDARG00000054533,ARAF,369,ENSG00000078061,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,11
H,,ADIPOGENESIS,arl4aa,393834,ENSDARG00000099918,ARL4A,10124,ENSG00000122644,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|Inparanoid|NCBI|OMA|OrthoDB|Panther|ZFIN,7
H,,ADIPOGENESIS,arl4ab,338267,ENSDARG00000033182,ARL4A,10124,ENSG00000122644,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|HomoloGene|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,7
H,,ADIPOGENESIS,atl2,323665,ENSDARG00000057719,ATL2,64225,ENSG00000119787,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|OrthoDB|OrthoMCL|Panther|ZFIN,7
H,,ADIPOGENESIS,atp1b3a,30468,ENSDARG00000015790,ATP1B3,483,ENSG00000069849,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,10
H,,ADIPOGENESIS,atp5po,335191,ENSDARG00000001788,ATP5PO,539,ENSG00000241837,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,10
H,,ADIPOGENESIS,baz2a,450079,ENSDARG00000102974,BAZ2A,11176,ENSG00000076108,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|ZFIN,7
H,,ADIPOGENESIS,bckdha,554124,ENSDARG00000040555,BCKDHA,593,ENSG00000248098,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,11
H,,ADIPOGENESIS,bcl2l13,559355,ENSDARG00000062370,BCL2L13,23786,ENSG00000099968,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam|ZFIN,10
H,,ADIPOGENESIS,bcl6aa,393707,ENSDARG00000070864,BCL6,604,ENSG00000113916,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Treefam|ZFIN,9
H,,ADIPOGENESIS,c3a.1,321046,ENSDARG00000012694,C3,718,ENSG00000125730,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,7
H,,ADIPOGENESIS,c3a.3,565074,ENSDARG00000052207,C3,718,ENSG00000125730,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,7
H,,ADIPOGENESIS,cat,30068,ENSDARG00000104702,CAT,847,ENSG00000121691,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|ZFIN,8
H,,ADIPOGENESIS,cavin1b,561082,ENSDARG00000059362,CAVIN1,284119,ENSG00000177469,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,8
H,,ADIPOGENESIS,cavin2b,447845,ENSDARG00000071196,CAVIN2,8436,ENSG00000168497,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,8
H,,ADIPOGENESIS,ccng2,266794,ENSDARG00000017602,CCNG2,901,ENSG00000138764,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
H,,ADIPOGENESIS,cd151l,402948,ENSDARG00000068629,CD151,977,ENSG00000177697,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam,8
H,,ADIPOGENESIS,cd302,100333685,ENSDARG00000086100,CD302,9936,ENSG00000241399,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|OMA|OrthoMCL|ZFIN,6
H,,ADIPOGENESIS,cd36,436636,ENSDARG00000032639,CD36,948,ENSG00000135218,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
H,,ADIPOGENESIS,cdkn2c,555797,ENSDARG00000057610,CDKN2C,1031,ENSG00000123080,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Treefam|ZFIN,10
H,,ADIPOGENESIS,chchd10,393757,ENSDARG00000010717,CHCHD10,400916,ENSG00000250479,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|PhylomeDB|Treefam|ZFIN,10
H,,ADIPOGENESIS,chuk,393287,ENSDARG00000011662,CHUK,1147,ENSG00000213341,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam|ZFIN,10
H,,ADIPOGENESIS,cidea,100536460,ENSDARG00000098245,CIDEA,1149,ENSG00000176194,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
H,,ADIPOGENESIS,cmbl,100151256,ENSDARG00000073786,CMBL,134147,ENSG00000164237,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,10
H,,ADIPOGENESIS,cmpk,406383,ENSDARG00000019924,CMPK1,51727,ENSG00000162368,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam,8
H,,ADIPOGENESIS,col15a1b,558137,ENSDARG00000061848,COL15A1,1306,ENSG00000204291,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,HomoloGene|Inparanoid|OMA|OrthoDB|Treefam|ZFIN,6
H,,ADIPOGENESIS,col4a1,554269,ENSDARG00000055009,COL4A1,1282,ENSG00000187498,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|ZFIN,9
H,,ADIPOGENESIS,coq3,436893,ENSDARG00000069857,COQ3,51805,ENSG00000132423,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,coq5,447802,ENSDARG00000035618,COQ5,84274,ENSG00000110871,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|Treefam|ZFIN,9
H,,ADIPOGENESIS,coq9,567716,ENSDARG00000023583,COQ9,57017,ENSG00000088682,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|Treefam|ZFIN,9
H,,ADIPOGENESIS,cox6a1,335774,ENSDARG00000022438,COX6A1,1337,ENSG00000111775,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,6
H,,ADIPOGENESIS,cox7b,563476,ENSDARG00000115557,COX7B,1349,ENSG00000131174,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,OrthoDB|OrthoMCL|Panther,3
H,,ADIPOGENESIS,cox8a,557348,ENSDARG00000095273,COX8A,1351,ENSG00000176340,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|NCBI|OrthoDB|Panther|ZFIN,6
H,,ADIPOGENESIS,cpt2,100005717,ENSDARG00000038618,CPT2,1376,ENSG00000157184,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
H,,ADIPOGENESIS,crata,449545,ENSDARG00000040248,CRAT,1384,ENSG00000095321,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
H,,ADIPOGENESIS,cs,322339,ENSDARG00000103364,CS,1431,ENSG00000062485,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|ZFIN,8
H,,ADIPOGENESIS,cyc1,564379,ENSDARG00000038075,CYC1,1537,ENSG00000179091,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
H,,ADIPOGENESIS,cyp4t8,387527,ENSDARG00000004964,CYP4B1,1580,ENSG00000142973,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|HomoloGene|Inparanoid|OrthoDB|OrthoMCL|Panther,6
H,,ADIPOGENESIS,dbt,541388,ENSDARG00000101561,DBT,1629,ENSG00000137992,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|ZFIN,8
H,,ADIPOGENESIS,ddt,415237,ENSDARG00000044751,DDT,1652,ENSG00000099977,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|OMA|OrthoMCL|Panther|Treefam,6
H,,ADIPOGENESIS,decr1,436717,ENSDARG00000003869,DECR1,1666,ENSG00000104325,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,dgat1b,436731,ENSDARG00000054914,DGAT1,8694,ENSG00000185000,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,9
H,,ADIPOGENESIS,dhcr7,378446,ENSDARG00000103226,DHCR7,1717,ENSG00000172893,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|ZFIN,8
H,,ADIPOGENESIS,dhrs7,751626,ENSDARG00000003444,DHRS7,51635,ENSG00000100612,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,dhrs7b,550454,ENSDARG00000075726,DHRS7B,25979,ENSG00000109016,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam|ZFIN,10
H,,ADIPOGENESIS,dlat,324201,ENSDARG00000015918,DLAT,1737,ENSG00000150768,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,dldh,399479,ENSDARG00000008785,DLD,1738,ENSG00000091140,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,dnajb9a,574005,ENSDARG00000052072,DNAJB9,4189,ENSG00000128590,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
H,,ADIPOGENESIS,dnajc15,445082,ENSDARG00000038309,DNAJC15,29103,ENSG00000120675,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,dram2b,415225,ENSDARG00000044241,DRAM2,128338,ENSG00000156171,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,9
H,,ADIPOGENESIS,ech1,450048,ENSDARG00000012915,ECH1,1891,ENSG00000104823,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam,8
H,,ADIPOGENESIS,echs1,368912,ENSDARG00000001578,ECHS1,1892,ENSG00000127884,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
H,,ADIPOGENESIS,elmod3,100537442,ENSDARG00000074742,ELMOD3,84173,ENSG00000115459,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
H,,ADIPOGENESIS,elovl6,317738,ENSDARG00000004402,ELOVL6,79071,ENSG00000170522,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,11
H,,ADIPOGENESIS,enpp2,100332039,ENSDARG00000011257,ENPP2,5168,ENSG00000136960,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,11
H,,ADIPOGENESIS,ephx2,494099,ENSDARG00000040255,EPHX2,2053,ENSG00000120915,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,esrra,405891,ENSDARG00000069266,ESRRA,2101,ENSG00000173153,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|NCBI|OMA|Panther|ZFIN,5
H,,ADIPOGENESIS,esyt1a,567227,ENSDARG00000034714,ESYT1,23344,ENSG00000139641,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
H,,ADIPOGENESIS,esyt1b,571083,ENSDARG00000014239,ESYT1,23344,ENSG00000139641,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,8
H,,ADIPOGENESIS,etfb,406271,ENSDARG00000009250,ETFB,2109,ENSG00000105379,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
H,,ADIPOGENESIS,fabp4a,447944,ENSDARG00000017299,FABP4,2167,ENSG00000170323,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,OrthoDB|Panther|PhylomeDB|Treefam|ZFIN,5
H,,ADIPOGENESIS,fabp4b,553579,ENSDARG00000002311,FABP4,2167,ENSG00000170323,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,OrthoDB|Panther|PhylomeDB|Treefam|ZFIN,5
H,,ADIPOGENESIS,fah,322372,ENSDARG00000101762,FAH,2184,ENSG00000103876,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|NCBI|OrthoDB|OrthoMCL|Panther|ZFIN,7
H,,ADIPOGENESIS,fzd4,30363,ENSDARG00000104117,FZD4,8322,ENSG00000174804,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,9
H,,ADIPOGENESIS,g3bp2a,556409,ENSDARG00000014790,G3BP2,9908,ENSG00000138757,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,9
H,,ADIPOGENESIS,gadd45ab,431763,ENSDARG00000104571,GADD45A,1647,ENSG00000116717,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
H,,ADIPOGENESIS,gbe1a,100333665,ENSDARG00000029051,GBE1,2632,ENSG00000114480,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,7
H,,ADIPOGENESIS,gbe1b,559212,ENSDARG00000099524,GBE1,2632,ENSG00000114480,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|NCBI|OMA|OrthoMCL|Panther|ZFIN,7
H,,ADIPOGENESIS,gpam,100332911,ENSDARG00000074169,GPAM,57678,ENSG00000119927,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
H,,ADIPOGENESIS,gpat4,678522,ENSDARG00000019897,GPAT4,137964,ENSG00000158669,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,EggNOG|Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,9
H,,ADIPOGENESIS,gpd2,751628,ENSDARG00000062430,GPD2,2820,ENSG00000115159,M5905,26771021,,,,Genes up-regulated during adipocyte differentiation (adipogenesis).,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,9
