gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,taxon_id,ortholog_sources,num_ortholog_sources
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,fancd2,394241,ENSDARG00000053574,FANCD2,2177,ENSG00000144554,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,fyna,373872,ENSDARG00000011370,FYN,2534,ENSG00000010810,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,EggNOG|Ensembl|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,fynb,574422,ENSDARG00000025319,FYN,2534,ENSG00000010810,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,golga2,565431,ENSDARG00000063197,GOLGA8H,728498,ENSG00000261794,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,Ensembl|Panther|Treefam,3
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,gpr75,100538001,ENSDARG00000098526,GPR75,10936,ENSG00000119737,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,9
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,grm6b,565450,ENSDARG00000025671,GRM6,2916,ENSG00000113262,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,kat2b,563942,ENSDARG00000062634,KAT2B,8850,ENSG00000114166,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,klf13,767805,ENSDARG00000061368,KLF13,51621,ENSG00000169926,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,EggNOG|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,mtmr10,555239,ENSDARG00000010601,MTMR10,54893,ENSG00000166912,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,otud7a,559455,ENSDARG00000045556,OTUD7A,161725,ENSG00000169918,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Treefam|ZFIN,7
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,serpinh1a,555328,ENSDARG00000075954,SERPINH1,871,ENSG00000149257,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,11
C2,CP:WIKIPATHWAYS,15Q133_COPY_NUMBER_VARIATION_SYNDROME,trpm1a,791196,ENSDARG00000011259,TRPM1,4308,ENSG00000134160,M39883,,,WP4942,http://www.wikipathways.org/instance/WP4942_r115789,15q13.3 copy number variation syndrome,7955,Ensembl|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,atp2a1,260440,ENSDARG00000020574,ATP2A1,487,ENSG00000196296,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,atxn2l,324525,ENSDARG00000011597,ATXN2L,11273,ENSG00000168488,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,c3a.1,321046,ENSDARG00000012694,C3,718,ENSG00000125730,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,7
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,c3a.3,565074,ENSDARG00000052207,C3,718,ENSG00000125730,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,7
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,cd81a,58031,ENSDARG00000036080,CD81,975,ENSG00000110651,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,cd82a,324098,ENSDARG00000019098,CD82,3732,ENSG00000085117,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,grb2b,406308,ENSDARG00000038059,GRB2,2885,ENSG00000177885,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,insrb,245700,ENSDARG00000071524,INSR,3643,ENSG00000171105,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,jak2b,30298,ENSDARG00000018882,JAK2,3717,ENSG00000096968,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,kdr,554230,ENSDARG00000017321,KDR,3791,ENSG00000128052,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,mpl,445381,ENSDARG00000039222,MPL,4352,ENSG00000117400,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,nfatc2a,100333254,ENSDARG00000100927,NFATC2,4773,ENSG00000101096,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,nfatc2ip,337574,ENSDARG00000011360,NFATC2IP,84901,ENSG00000176953,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,prmt1,321974,ENSDARG00000010246,PRMT1,3276,ENSG00000126457,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,rab4a,403031,ENSDARG00000019144,RAB4A,5867,ENSG00000168118,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,rab5aa,337737,ENSDARG00000018602,RAB5A,5868,ENSG00000144566,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,rabep2,791143,ENSDARG00000061213,RABEP2,79874,ENSG00000177548,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,Ensembl|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,rabgef1,393816,ENSDARG00000014430,RABGEF1,27342,ENSG00000154710,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,sdccag8,556980,ENSDARG00000078947,SDCCAG8,10806,ENSG00000054282,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Treefam|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,sh2b1,558152,ENSDARG00000057679,SH2B1,25970,ENSG00000178188,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,spns1,799873,ENSDARG00000011925,SPNS1,83985,ENSG00000169682,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|Treefam|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,traf1,100148503,ENSDARG00000069482,TRAF1,7185,ENSG00000056558,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|NCBI|OrthoDB|Panther|Treefam|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,traf2a,564295,ENSDARG00000030173,TRAF2,7186,ENSG00000127191,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,tufm,541378,ENSDARG00000104173,TUFM,7284,ENSG00000178952,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_DISTAL_DELETION_SYNDROME,vav2,556413,ENSDARG00000044718,VAV2,7410,ENSG00000160293,M40056,,,WP4950,http://www.wikipathways.org/instance/WP4950_r115784,16p11.2 distal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,aldoab,406496,ENSDARG00000034470,ALDOA,226,ENSG00000149925,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,asphd1,557921,ENSDARG00000075813,ASPHD1,253982,ENSG00000174939,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|Panther|ZFIN,4
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,bptf,324479,ENSDARG00000077361,BPTF,2186,ENSG00000171634,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoMCL|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,casp8,58022,ENSDARG00000058325,CASP8,841,ENSG00000064012,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|HomoloGene|Inparanoid|OrthoDB|OrthoMCL|Panther|ZFIN,7
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,ccdc6b,393211,ENSDARG00000017595,CCDC6,8030,ENSG00000108091,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,cct2,192326,ENSDARG00000104674,CCT2,10576,ENSG00000166226,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,Ensembl|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|ZFIN,7
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,cct3,192327,ENSDARG00000016173,CCT3,7203,ENSG00000163468,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,cct4,393555,ENSDARG00000013475,CCT4,10575,ENSG00000115484,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,cct5,322258,ENSDARG00000045399,CCT5,22948,ENSG00000150753,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,12
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,cct6a,116994,ENSDARG00000021252,CCT6A,908,ENSG00000146731,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,cct7,192324,ENSDARG00000007385,CCT7,10574,ENSG00000135624,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,cct8,394037,ENSDARG00000008243,CCT8,10694,ENSG00000156261,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,cdipt,404620,ENSDARG00000070686,CDIPT,10423,ENSG00000103502,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,coro1a,100002113,ENSDARG00000054610,CORO1A,11151,ENSG00000102879,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoMCL|Panther|PhylomeDB|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,doc2a,558815,ENSDARG00000078736,DOC2A,8448,ENSG00000149927,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,Ensembl|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,esr1,259252,ENSDARG00000004111,ESR1,2099,ENSG00000091831,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OrthoDB|Panther|Treefam|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,ezra,403009,ENSDARG00000020944,EZR,7430,ENSG00000092820,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,10
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,gdpd3a,406482,ENSDARG00000074466,GDPD3,79153,ENSG00000102886,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|OMA|OrthoDB|Panther|PhylomeDB|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,hdac3,393965,ENSDARG00000037514,HDAC3,8841,ENSG00000171720,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam|ZFIN,9
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,hira,568076,ENSDARG00000013434,HIRA,7290,ENSG00000100084,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,hirip3,100000570,ENSDARG00000027749,HIRIP3,8479,ENSG00000149929,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,Ensembl|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam|ZFIN,8
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,igbp1,406843,ENSDARG00000002184,IGBP1,3476,ENSG00000089289,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam|ZFIN,11
C2,CP:WIKIPATHWAYS,16P112_PROXIMAL_DELETION_SYNDROME,igfbp3,403079,ENSDARG00000099144,IGFBP3,3486,ENSG00000146674,M40057,,,WP4949,http://www.wikipathways.org/instance/WP4949_r115778,16p11.2 proximal deletion syndrome,7955,Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|ZFIN,8
